146.312,-37.8543,2017,2,19,0.3,6.36,7,57,31
146.2852,-37.3172,2017,2,23,0.8,5.32,13,46,32
146.4077,-37.753,2017,4,3,-0.2,12.14,14,27,52
146.5626,-37.9249,2017,4,13,0.7,12.43,5,20,21
146.497,-37.8446,2017,4,18,1.9,12.53,13,59,27
146.7812,-37.4224,2017,4,19,0.5,13.09,13,52,12
146.5008,-37.8405,2017,4,19,1.4,13.05,14,40,2
146.5038,-37.8527,2017,4,19,1.2,13,15,25,38
146.4971,-37.8514,2017,4,28,0.4,13.43,2,13,23
146.5027,-37.3885,2017,4,29,0.7,16.28,22,56,11
146.4956,-37.8571,2017,5,1,0.5,14.44,7,49,12
146.3939,-37.6058,2017,5,2,0.3,11.96,17,3,17
146.3978,-37.5929,2017,5,2,1,5.25,17,3,25
146.4033,-37.5874,2017,5,2,0.5,8.95,17,5,55
146.5297,-37.8645,2017,5,7,2,12.5,13,15,21
146.3651,-37.7113,2017,5,9,-0.1,10,10,1,11
146.5437,-37.1668,2017,6,3,0.6,10,10,26,19
146.1141,-37.558,2017,6,18,0,10,8,13,2
146.1331,-37.7965,2017,6,20,1.3,14.49,15,55,19
146.005,-37.3076,2017,7,4,0.2,10,8,47,27
146.2963,-37.2756,2017,7,28,0.9,5,4,51,7
145.9741,-37.4017,2017,8,4,1.5,5.85,10,52,26
146.2838,-37.231,2017,8,6,2.1,10.73,21,11,51
146.855,-37.412,2017,8,10,2,12.85,7,35,27
146.7007,-37.1544,2017,8,18,0.9,13.19,11,36,0
146.1867,-37.5187,2017,9,1,0.8,3.23,9,4,9
146.3452,-37.6537,2017,9,12,0.6,17.06,21,1,8
146.298,-37.1989,2017,9,18,1.6,4.25,9,2,0
146.3054,-37.6682,2017,9,21,0.2,5,11,5,57
145.9367,-37.3692,2017,10,27,0,12.6,20,10,11
146.2225,-37.325,2017,10,31,0.9,4.25,17,36,3
146.0451,-37.3523,2017,11,11,1.1,5.76,8,52,43
146.3975,-37.6882,2017,12,16,0.3,12,14,4,13
146.2048,-37.532,2017,12,17,0.7,10,7,0,8
146.4702,-37.1345,2017,12,29,1,9.89,7,9,49
146.1847,-37.5443,2018,1,3,0.8,0,6,19,2
146.3457,-37.7219,2018,1,18,1.4,8.65,6,52,20
146.4891,-37.8391,2018,1,20,0.3,12.64,1,21,43
146.1529,-37.7952,2018,1,21,0,5.68,16,48,38
146.3275,-37.7082,2018,2,3,0,5,16,53,14
146.4837,-37.917,2018,2,5,0.6,19.24,9,19,52
146.1126,-37.1342,2018,2,16,0.7,7.78,7,22,29
146.1149,-37.4716,2018,2,17,0.5,16.35,6,19,2
146.7493,-37.6354,2018,2,18,1,11.16,13,24,45
146.4758,-37.7586,2018,3,11,2.1,11.54,1,35,15
146.5303,-37.7696,2018,3,11,-0.1,16.46,9,31,9
146.1492,-37.1666,2018,3,15,0.4,4,1,19,4
