146.4016,-37.5065,2021,9,21,5.8,12.72,23,15,52
146.38,-37.521,2021,9,21,2.7,10.57,23,21,54
146.3508,-37.4768,2021,9,21,2.8,10.44,23,22,3
146.4102,-37.5227,2021,9,21,2.4,4,23,23,39
146.3539,-37.4015,2021,9,21,3.1,12.85,23,24,42
146.3875,-37.5206,2021,9,21,3,11.39,23,26,5
146.405,-37.5106,2021,9,21,1.6,10.01,23,28,22
146.3539,-37.5214,2021,9,21,1.3,8,23,28,55
146.4242,-37.5073,2021,9,21,1,11.89,23,29,14
146.4115,-37.5837,2021,9,21,1.6,11.86,23,29,43
146.4055,-37.5106,2021,9,21,2,11.35,23,30,3
146.3861,-37.5229,2021,9,21,1.3,10,23,31,13
146.3421,-37.527,2021,9,21,1.6,11.35,23,31,26
146.3757,-37.499,2021,9,21,1.7,10.35,23,31,35
146.4203,-37.5061,2021,9,21,2.4,13.51,23,32,36
146.3313,-37.4848,2021,9,21,4.2,12.76,23,33,38
146.3901,-37.5419,2021,9,21,2.2,9.51,23,36,42
146.4068,-37.5187,2021,9,21,2.2,12.39,23,38,37
146.4001,-37.5079,2021,9,21,1.5,10,23,40,15
146.584,-37.4627,2021,9,21,1.5,9.32,23,40,43
146.3914,-37.4742,2021,9,21,1.7,11.18,23,41,53
146.3941,-37.5082,2021,9,21,1.4,10.18,23,43,58
146.3746,-37.5207,2021,9,21,1.1,9.1,23,44,12
146.3782,-37.54,2021,9,21,1,9.19,23,44,26
146.3729,-37.5415,2021,9,21,0.8,10.36,23,45,9
146.4135,-37.5291,2021,9,21,1.6,13.99,23,45,42
146.403,-37.4944,2021,9,21,1.6,9.91,23,46,10
146.3868,-37.5216,2021,9,21,1.7,9.54,23,46,21
146.4025,-37.4732,2021,9,21,1.4,9.58,23,46,35
146.4276,-37.5221,2021,9,21,1.8,12.82,23,47,18
146.3904,-37.4946,2021,9,21,2.7,11.67,23,47,28
146.4171,-37.6701,2021,9,21,1.2,10.99,23,49,27
146.4076,-37.5068,2021,9,21,1.4,6.65,23,49,35
146.4174,-37.5131,2021,9,21,1.6,10.14,23,50,41
146.4106,-37.4929,2021,9,21,1.7,6.08,23,50,56
146.3993,-37.5117,2021,9,21,1.1,10.82,23,52,11
146.3976,-37.5177,2021,9,21,1.8,16.88,23,52,37
146.3875,-37.524,2021,9,21,1.3,9.94,23,53,0
146.4516,-37.4993,2021,9,21,1.3,8.64,23,53,39
146.3889,-37.5422,2021,9,21,2.3,10,23,54,10
146.4002,-37.532,2021,9,21,3.3,12.34,23,54,18
146.4035,-37.5048,2021,9,21,1.2,5.05,23,57,5
146.4016,-37.5185,2021,9,21,1.4,10.15,23,58,18
146.3974,-37.4979,2021,9,22,1.5,8.92,0,1,45
146.3827,-37.4819,2021,9,22,1,8.74,0,3,54
146.3946,-37.4722,2021,9,22,1.2,9.78,0,5,24
146.3991,-37.5158,2021,9,22,1.7,8.65,0,6,14
146.418,-37.5059,2021,9,22,1.1,15.52,0,9,24
146.399,-37.5057,2021,9,22,1.4,10,0,9,39
146.3672,-37.4821,2021,9,22,0.8,11.31,0,10,47
146.2384,-37.4653,2021,9,22,1,10.41,0,13,22
146.3998,-37.4716,2021,9,22,1.6,5,0,14,29
146.399,-37.5139,2021,9,22,2.6,9.58,0,15,7
146.4001,-37.4979,2021,9,22,1.6,6.26,0,16,22
146.3264,-37.4983,2021,9,22,1,11.58,0,17,47
146.4024,-37.5069,2021,9,22,1,7.95,0,18,39
146.3966,-37.4626,2021,9,22,1.8,8.64,0,19,33
146.4061,-37.5113,2021,9,22,1.8,10.11,0,19,40
146.4036,-37.4986,2021,9,22,1.4,4.28,0,22,16
146.3979,-37.4636,2021,9,22,1.4,8.95,0,22,33
146.3922,-37.5272,2021,9,22,1.3,10,0,24,2
146.4026,-37.5146,2021,9,22,1.4,9.56,0,24,49
146.4165,-37.4865,2021,9,22,1.3,9.92,0,25,17
146.3899,-37.5057,2021,9,22,1,10.7,0,26,59
146.401,-37.4926,2021,9,22,1.5,9.58,0,27,23
146.3854,-37.4683,2021,9,22,1.6,5.02,0,27,52
146.3907,-37.4997,2021,9,22,0.7,10.9,0,31,24
146.378,-37.4795,2021,9,22,0.9,6.98,0,31,53
146.4043,-37.5191,2021,9,22,2,10.61,0,32,59
146.3945,-37.4834,2021,9,22,2,9.23,0,33,8
146.3982,-37.4982,2021,9,22,1.7,10.06,0,33,58
146.2408,-37.4556,2021,9,22,1.4,9.11,0,36,34
146.4046,-37.4816,2021,9,22,1.4,10.27,0,40,12
